# 
# events
# 
# Eventid|Name|Starttime|Endtime|Latitude|Longitude|LocuncertKm|CrownLat|CrownLon|TipLat|TipLon|Type|AreaTotal|AreaSource|AreaSourceLow|AreaSourceHigh|Volume|VolumeLow|VolumeHigh|Mass|MassLow|MassHigh|H|HLow|HHigh|L|LLow|LHigh|HFreefall|HFreefallLow|HFreefallHigh|UpstreamDrainarea|PeakDischarge|PeakDischargeLow|PeakDischargeHigh|PeakFlowheight|PeakFlowheightLow|PeakFlowheightHigh|Otherdataquality1to5|LPpotential|MaxdistvhfKm|MaxdistvhfReached|MaxdisthfKm|MaxdisthfReached|MaxdistipKm|MaxdistipReached|MaxdistlpKm|MaxdistlpReached|InfraDetected|MaxdistinfraKm|MaxdistinfraReached|DatLocation|Sources
285|Montserrat|1997-12-26 07:02:40|1997-12-26 07:07:19|16.709|-62.1762|0.1|16.709|-62.1762|16.6753|-62.1762|debris avalanche, pyroclastic density current|10000000.0|None|None|None|46000000.0|40000000.0|50000000.0|None|None|None|None|None|None|4000.0|None|None|None|None|None|None|None|None|None|None|None|None|5|1|None|None|0.0|None|None|None|450.0|0|None|None|None|IRIS|Collins, E.A., Allstadt, K.E., Groult, C., Hibert, C., Malet, J.-P., Toney, L.D., and Jensen, E.K., 2022, Seismogenic Landslides and other Mass Movements (ver. 2.0, December 2023): U.S. Geological Survey data release, https://doi.org/10.5066/P90VGCSK.


# 
# information
# 
# Iid|Eventid|RefId|Note|PhoId|GISId|ApplyAlso
678|285|279|Volume_low and Volume_high taken from Moretti and others (2020) based on field observation.|None|None|None
679|285|277|L and Volume_best taken from Voight and others (2002). A map of the debris avalanche runout can be seen in Fig. 19 of Voight and others (2002).|None|None|None
680|285|278|This event was triggered by a flank collapse at the Soufrière Hills Volcano, Montserrat. The debris avalanche generated by this collapse was immediately followed by a high-energy pyroclastic density current which extended 600 m beyond the original coastline and devastated 10 km2 of southern Montserrat. There was no loss of life reported since "the area had been evacuated when the [flank] instability was first recognized in October 1996" (Sparks and others, 2002).|None|None|None
682|285|277|Crown and toe locations estimated using Google Earth imagery and Fig. 19 from Voight and others (2002).|None|None|None
754|285|278|Sparks and others (2002) include an image of the seismic signal from the Windy Hill seismic station (MBWH) in Figure 6, where six main pulses representing the initial collapse and pyroclastic flow density are identified. This signal begins at 3:01 LT, the avalanche deposit was "emplaced by 3:03 LT," and the main activity was finished by 03:16 LT (Sparks and others, 2022). Data from this station is not openly available and therefore not included in this catalog.|None|None|None
772|285|None|The exact source of high frequency energy visible at the SJG station is unknown but may be related to explosions that occurred related to the formation of the pyroclastic density current rather than the landslide. Event start and end times are determined using the long-period seismic signal on SJG.|None|None|None
773|285|277|Earthquake-triggered slab rockfalls and slump landslides on Galway's Wall of the Soufrière Hills dome complex started occurring in early December 1996 (Voight, 2002).|None|None|None
774|285|278|Total area taken from Voight and others (2002) and reflects the total area affected by the pyroclastic density current.|None|None|None

# 
# photos
# 
# PhotoId|Eventid|Photographer|Description|Latitude|Longitude|Date|FileExtension|ApplyAlso
1474|285|Elaine Collins|Raw waveforms from closest stations. Data was demeaned but no other processing was applied. Dashed lines show approximate start and end times of event (from database). Figure generation is automated and there may be artifacts present.|None|None|None|EventData/285_Montserrat_26Dec1997/photos_figures/285_Montserrat_26Dec1997_waveforms_raw.png|None
1476|285|Elaine Collins|Long period (20-60 sec) ground displacement waveforms from closest stations with detections. Dashed lines show approximate start and end times of event (from database, based on high frequency waveform). Waveforms are corrected for station response after detrending using a linear fit and tapering. Zero mean cosine filter applied with station correction may cause acausal arrivals. Figure generation is automated and there may be artifacts present. Signals with clipped waveforms and data gaps have not been removed so check raw figures before interpreting.|None|None|None|EventData/285_Montserrat_26Dec1997/photos_figures/285_Montserrat_26Dec1997_waveforms_20-60sec.png|None
1477|285|Elaine Collins|Displacement spectrum from closest broadband stations with detections, corrected for station response with no prefiltering after detrending using a linear fit and tapering. Note that long period signals often contain noise unrelated to the event signal of interest, especially on horizontal components (e.g. tilt), so interpret with care. Figure generation is automated and there may be artifacts present. Signals with clipped waveforms and data gaps have not been removed so check raw figures before interpreting.|None|None|None|EventData/285_Montserrat_26Dec1997/photos_figures/285_Montserrat_26Dec1997_displspectra.png|None
1478|285|Elaine Collins|Spectrograms of velocity waveforms corrected for station sensitivity from closest stations with detections. Figure generation is automated and there may be artifacts present|None|None|None|EventData/285_Montserrat_26Dec1997/photos_figures/285_Montserrat_26Dec1997_spectrogram.png|None

# 
# reference
# 
# Refid|Eventid|ApplyAlso|LongRef|ShortRef|FileExtension|Url
277|285|None|Voight, B., Komorowski, J.-C., Norton, G.E., Belousov, A.B., Belousova, M., Boudon, G., Francis, P.W., Franz, W., Heinrich, P., Sparks, R.S.J., and Young, S.R., 2002, The 26 December (Boxing Day) 1997 sector collapse and debris avalanche at Soufriere Hills Volcano, Montserrat: Geological Society, London, Memoirs, v. 21, no. 1, p. 363-407, doi: 10.1144/GSL.MEM.2002.021.01.17.|Voight and others (2002)|None|https://doi.org/10.1144/GSL.MEM.2002.021.01.17
278|285|None|Sparks, R.S.J., Barclay, J., Calder, E.S., Herd, R.A., Komorowski, J.-C., Luckett, R., Norton, G.E., Ritchie, L.J., Voight, B., and Woods, A.W., 2002, Generation of a debris avalanche and violent pyroclastic density current on 26 December (Boxing Day) 1997 at Soufriere Hills Volcano, Montserrat: Geological Society, London, Memories, v. 21, no. 1, p. 409-434, doi: 10.1144/GSL.MEM.2002.021.01.18.|Sparks and others (2002)|None|https://doi.org/10.1144/GSL.MEM.2002.021.01.18
279|285|None|Moretti, L., Mangeney, A., Walter, F., Capdeville, Y., Bodin, T., Stutzmann, E., Le Friant, A., 2020, Constraining landslide characteristics with Bayesian inversion of field and seismic data: Geophysical Journal International, v. 221, p. 1341-1348, doi: 10.1093/gji/ggaa056.|Moretti and others (2020)|None|https://doi.org/10.1093/gji/ggaa056

# 
# sta_nearby
# 
# SRid|Eventid|Sid|StasourceRadiusKm|Az|Baz|DetectVHF|DetectHF|DetectIP|DetectLP|DetectINFRA
200807|285|43225|449.741|290.74|109.55|None|0|None|1|None
200808|285|43226|449.741|290.74|109.55|None|0|None|1|None
200809|285|43227|449.741|290.74|109.55|None|0|None|1|None
200810|285|23875|151.129|149.91|330.1|None|None|None|None|None
200811|285|23876|109.564|19.83|199.93|None|None|None|None|None
200812|285|43228|181.649|151.79|332.01|None|None|None|None|None
200813|285|23879|63.269|318.39|138.28|None|None|None|None|None
200814|285|43229|182.298|150.7|330.92|None|None|None|None|None
200815|285|43230|180.213|149.05|329.29|None|None|None|None|None
200816|285|23877|405.586|165.58|345.82|None|None|None|None|None
