data-rk
23249349
23249518
23250389
23251991
23251157
23252811
23253155
23254755
23254996
23255794
23256073
23256520
23258359
21588235
23263948
23264714
23266294
23266533
23267274
21578691
21576316
21573489
21579236
21564148
21562833
21569693
21572293
21571795
21571302
21562248
23267484
23267677
23268067
23269554
23269749
23284156
23270133
21562898
21570809
21556541
21567436
21568463
21555341
21566414
21565281
21560460
21582457
19930517
21560373
21560288
21556247
21560201
21560118
19990028
19953088
20035181
19987445
20043884
20018077
20007800
20005950
19998072
19995195
20000861
19946770
20045297
19985578
20043147
19949823
21561742
23272539
20031393
21559857
20014699
20011713
20031358
20044561
20004093
20002477
19984137
20031317
20031284
20037232
20008839
20043738
20041432
20014902
20241389
20243635
19944797
19941431
19983882
20031247
20019161
19950337
21559365
19957451
20044590
19982317
19934560
23272731
20043522
20029579
20043492
20043456
20028949
19979218
19977710
20028915
21556829
20043386
20043352
20028480
20028444
20043306
20028316
20027964
20027807
20045211
20025026
19932846
20025104
21558999
14815062
20035106
19980834
20027754
19937969
20027225
14618432
14620250
14598492
23275939
14681819
19936988
19936802
19936620
19936438
19936256
19936070
19935576
21552664
14702606
14692444
20038944
20034331
20034257
20034163
20026537
20031601
21579987
14708357
14724477
20026087
14717215
14728179
14729200
14730222
14731293
20046654
14732767
14599839
14600444
14602338
14634343
20238494
14706623
20022768
20025935
20031526
20031492
21586008
14814695
14719849
14825075
14591921
17272539
21558784
14719504
20238472
20031424
17272583
14793350
14739906
14685210
14689087
14617633
14710167
14795910
23281387
23283169
14679913
14773886
14721540
14721861
14690681
14603383
14596947
20020539
20238450
20045723
14715696
21562955
14762167
14768841
14721231
21560035
20025873
14720225
14615806
14828616
14727155
14772618
20021151
20025842
20025691
20025663
20025595
20034517
20034479
14595336
14740563
14595647
14741426
14595958
14742275
14742926
14743775
14744419
14678118
20025176
20238856
14683355
21558287
20034563
19934999
14726856
14806632
20022175
14706157
21557874
20035395
14731946
14732599
19938041
21559686
21557182
20036748
20040073
20036611
14777437
14696066
14703607
14704508
14780286
14783347
14646776
14647087
14647392
14647697
14633346
20033759
20034007
20034539
14811178
14647974
14651773
14652050
14652435
14652820
14663263
14673700
14749475
20025143
20034093
20034040
19954961
14755493
14722790
20032374
14622429
20033689
14690520
20033627
20033562
14807868
14752084
21581028
20035866
14696744
14697330
14697916
14698502
14699220
14699960
14700638
14719164
20033471
14711294
14712445
14713436
14714220
20031641
20035460
20032425
14774590
21558063
14676461
19999047
21562332
14808421
14811739
14592251
14617918
14592536
14592820
14593471
14812305
14617965
