permutation_entropy_antropy,spectral_entropy_antropy,svd_entropy_antropy,approximate_entropy_antropy,sample_entropy_antropy,hjorth_mobility_antropy,hjorth_complexity_antropy,num_zerocross_antropy,petrosian_fd_antropy,katz_fd_antropy,higuchi_fd_antropy,detrended_fluctuation_antropy,normalized_permutation_entropy_ordpy,statistical_complexity_entropy_ordpy,fisher_shannon_ordpy,global_node_entropy_ordpy,missing_links_ordpy,missing_patterns_ordpy,renyi_complexity_entropy_short_ordpy,renyi_stat_complexity_short_ordpy,renyi_complexity_entropy_long_ordpy,renyi_stat_complexity_long_ordpy,tsallis_complexity_entropy_short_ordpy,tsallis_stat_complexity_short_ordpy,tsallis_complexity_entropy_long_ordpy,tsallis_stat_complexity_long_ordpy,weighted_permutation_entropy_ordpy,0_Absolute energy,0_Average power,0_ECDF Percentile_0,0_ECDF Percentile_1,0_ECDF Percentile_2,0_Histogram mode,0_Interquartile range,0_Kurtosis,0_Lempel-Ziv complexity,0_Mean,0_Mean absolute deviation,0_Median,0_Median absolute deviation,0_Peak to peak distance,0_Root mean square,0_Signal distance,0_Skewness,0_Standard deviation,0_Variance,75th_percentile,25th_percentile,label
0.8591895625868525,0.7863274903046317,0.5575614279077847,0.5004514926097503,0.994214074380344,0.57316396262396,2.414827441283282,0,1.0172163755027808,4.549872406323297,1.6595894848072796,0.8641439408462804,0.8591895625868525,0.26861055868219386,0.1409931715079204,1.9075810487774196,0.4425925925925926,0.10416666666666667,0.9146004168043984,0.18984455504860767,0.8180582381412461,0.3221011737808754,0.7455981883654568,0.17540442257700692,0.9682797038214982,0.341914617163642,7.502759430288283,4046.4548176435774,0.2136121426196261,0.145358348734548,0.3707905056506421,0.5659133008929579,0.3999999999999998,0.42050164756001673,0.5745393172377979,0.07501055743243243,0.33600398478389326,0.2508582149581154,0.3708072255696658,0.20717354428239376,1.9999999999999998,0.4621697379110989,19243.543880083613,-0.6639392751249378,0.31733608185984635,0.1007021888501591,0.5659134155408299,0.14541176798081312,white_stft_w64_olap0.5
0.8567607678917064,0.7727273290808648,0.5279213837914334,0.5048692952803151,1.0041139691272265,0.5593680186981422,2.455836823670497,0,1.0171975976125125,4.392609978192981,1.657917669873872,0.8515118143207135,0.8567607678917064,0.27124314321647053,0.13593594534790404,1.9010096824138587,0.44675925925925924,0.10555555555555556,0.9133783053308311,0.1919841100136301,0.8149799665653062,0.32472276967589736,0.7424513706046112,0.1768019957912141,0.9675628733128454,0.346029324786856,7.456030240950343,3822.7068249814097,0.201800497544286,0.09463296413283495,0.3364322846849186,0.5381864251090138,0.4,0.4435407211595148,0.42597840211558147,0.07606630067567567,0.29613269231224004,0.26692850395060985,0.33646644783871016,0.21907531767015748,2.0,0.4492102459524913,19267.19341589653,-0.6608565666069183,0.3377799189007569,0.11409527361260191,0.5382038459806953,0.09466312482118044,white_stft_w64_olap0.5
0.857502139315785,0.7650314684807277,0.502529233440352,0.5348663640326023,0.989682289837364,0.5386910181908093,2.5559069877861202,0,1.0171637906972364,3.5528714071845386,1.6495379205891967,0.8728171553218095,0.8575021393157852,0.2706668893938941,0.14050730193791025,1.9069090387376066,0.44189814814814815,0.10277777777777777,0.9138698090389648,0.19092295856845462,0.8164882854386026,0.3248369830410822,0.7437154240231176,0.17607124207056998,0.9679150193237818,0.3455999539364905,7.480918591532188,3698.0829032591378,0.195221607098091,0.11130175927473651,0.3343619174219379,0.522434753152787,0.4,0.41108738781104687,0.7796481386438301,0.07585515202702703,0.29568514580743677,0.2550968816476912,0.33438142623683387,0.203448773151794,2.0,0.4418272308306263,19227.82730513837,-0.7253494656738148,0.3283010759231446,0.10778159645229438,0.5224375966539486,0.11135020884290175,white_stft_w64_olap0.5
0.8589911691196677,0.7732742729810931,0.5308385979371587,0.5263072137360503,0.9756432593925891,0.5474628031962955,2.5213988609895237,0,1.0173364909844391,3.5701153177436598,1.6553190925603656,0.8793177612143004,0.8589911691196679,0.2670978685692683,0.1451506823827431,1.898214061937979,0.43171296296296297,0.09583333333333334,0.9155846086245097,0.18765296177511157,0.8170957607499418,0.32080434114955353,0.748141598838068,0.1738894226677416,0.9680563532699384,0.3407888486900349,7.452434552767232,3570.8236238298673,0.18850359625349034,0.09512210080578276,0.3202783346060104,0.5175602846742029,0.3999999999999998,0.42244522334626766,0.596771656236398,0.07474662162162163,0.2843857569456018,0.25717077742093974,0.32028162252325937,0.2105061492927433,1.9999999999999998,0.4341585490158944,19236.50903695133,-0.6826741787171992,0.3280524149127146,0.10761838693006384,0.517581449627994,0.09513622628172635,white_stft_w64_olap0.5
0.8588764506876769,0.7720791566636264,0.5363167902317023,0.49210697581575147,0.9901593621686544,0.564943465283862,2.447756340905671,0,1.0171562768769156,3.928034948151257,1.66782594901154,0.8593341286215745,0.8588764506876767,0.26899575740333775,0.13275638899633915,1.9106388715227458,0.4412037037037037,0.10833333333333334,0.9143281203380905,0.1903814210448152,0.8178756950738569,0.32266692811629716,0.7448959557719032,0.17576848458236644,0.9682373975717555,0.3426227157981669,7.490169335494031,3877.635307579312,0.20470016932794766,0.13783911422589123,0.35546630618778796,0.5443045545265052,0.4,0.4064821844952411,0.7087667421748365,0.07775548986486487,0.3196704968101471,0.25008465901028315,0.35549786385608495,0.20145099695209295,2.0,0.4524260865455425,19241.45138038174,-0.710181966792999,0.32015642622953616,0.10250013725606844,0.5443238451684373,0.13784166067319625,white_stft_w64_olap0.5
0.8588229814886372,0.763123592206312,0.52585323830516,0.497886464203118,1.1057606038000172,0.5498909201901114,2.5143452345546553,0,1.017272693200794,4.632764846426355,1.6477189661590215,0.8480191777968391,0.8588229814886372,0.26802923184859906,0.1409002466714932,1.910643979255635,0.4321759259259259,0.10138888888888889,0.9149159857168226,0.1891393143586295,0.8170810122218042,0.3214133153736447,0.7464128047247356,0.17492216301460378,0.9680529252522264,0.3414880409072334,7.496955939736683,3395.431430061788,0.17924465132565,0.046572040255788316,0.2793117422451227,0.49638522149770015,0.24,0.44972500470250515,0.1588601667187799,0.0772804054054054,0.252942500738697,0.26928212529684,0.279314039155625,0.2244524447730657,2.0,0.42336177143097575,19260.493023008417,-0.49657678353035684,0.33949268155473994,0.11525528082922805,0.4963932086687108,0.046668203966205635,white_stft_w64_olap0.5
0.8571672083320967,0.7653123216834539,0.4849605473204954,0.5301390782011115,0.9910067716242853,0.5379929158009465,2.5735567623773656,0,1.0172389054564026,3.8741859910685807,1.6596636876940156,0.8843628854138523,0.8571672083320967,0.2704317237126667,0.13489185409436177,1.9045322671543712,0.4409722222222222,0.10416666666666667,0.9138024178348899,0.19114609996079826,0.8153408055547002,0.32403649651191047,0.7435419858237946,0.17624157405378663,0.9676472771767417,0.3451122780561233,7.4967753491944435,3941.3907349463175,0.20806581507397548,0.12960023132167553,0.35602376562351123,0.548627382161853,0.4,0.41896374338027276,0.7665260951765469,0.07495777027027027,0.3163734356389961,0.2569348503060071,0.356043040539331,0.20685201467510245,2.0,0.4561302794926629,19228.079245187022,-0.7524242853690514,0.32857675068700887,0.10796268109203278,0.5486292744222836,0.12966553104201084,white_stft_w64_olap0.5
0.8596780748180431,0.7794051731215735,0.5230038806618624,0.5041269425763932,0.9810124703079514,0.5662670368075581,2.4287072647332275,0,1.0172013534036246,4.462934632385222,1.6544967765608738,0.8367813787569627,0.8596780748180429,0.26715048636819433,0.13524091504562308,1.922154970390086,0.4351851851851852,0.1125,0.9149853443006462,0.18927756088558945,0.8181454143815028,0.320431413344395,0.7465919618475693,0.1750620140859294,0.9682998988581237,0.3399862459587373,7.480897581029252,3733.1026821958667,0.19707029943492935,0.12758744180795167,0.3460193575392285,0.530023470702096,0.4,0.4023986771563198,0.7631433332190412,0.07733319256756757,0.30566774980378286,0.2508974589448494,0.346027751107711,0.19909535791248067,2.0,0.44391428975994424,19244.89113712322,-0.7581049737583706,0.32191167015653177,0.10362712338296771,0.5300241445582782,0.1276254674019584,white_stft_w64_olap0.5
0.8594316021094899,0.7681156541188037,0.5379108994896854,0.5306163132533683,0.9685871010628117,0.545463751051017,2.530994030778256,0,1.017272693200794,4.225435435813739,1.6586701073838057,0.8807588712053145,0.8594316021094897,0.26840483050781444,0.13496355458070003,1.9144588279474706,0.4351851851851852,0.1,0.9149277798450949,0.18905686954612155,0.8185597085841979,0.32233186667830693,0.7464432667369523,0.17484554438372293,0.9683957941271091,0.34199298456280897,7.467073347177017,3751.837608004271,0.1980593152090097,0.12412824879769713,0.34214858671029236,0.5319285268848749,0.4,0.4077518598997019,0.7888339246492988,0.07543285472972973,0.30428329906554863,0.2527495077613193,0.34217176490345663,0.20314454306010615,2.0,0.44502680842823394,19229.201877319996,-0.759092292390686,0.3247468770128604,0.10546053412960589,0.5319785791800125,0.12422671928031054,white_stft_w64_olap0.5
0.8564565422674354,0.779943823475001,0.5281358561330389,0.49348272797834625,1.0046034791062188,0.5681062659537424,2.4300835779235683,0,1.0172877072092623,3.906974358475112,1.6631543305386272,0.8529600642498253,0.8564565422674354,0.2712681648072408,0.1397536146093244,1.8981990718083552,0.44212962962962965,0.1125,0.9130485319613147,0.19279424743087537,0.8144220473434379,0.324398475928923,0.7416044015965334,0.17737739422077567,0.96743217302926,0.345865241408686,7.464032403554766,3503.5843092105047,0.18495403627780735,0.0910850443443183,0.3120428743024414,0.5161492117175226,0.31999999999999984,0.4250618569268303,0.4261212537239252,0.07654138513513513,0.28519471847894856,0.2540853662595257,0.31207888905145265,0.21155483184418106,1.9999999999999998,0.43005147724325027,19247.162528651643,-0.5761466475401732,0.32188234749798733,0.10360824563081508,0.5162054000967715,0.09114354316994122,white_stft_w64_olap0.5
