Eventid,Name,Starttime,Endtime,Latitude,Longitude,Type,AreaTotal,AreaSource,AreaSourceLow,AreaSourceHigh,Volume,VolumeLow,VolumeHigh,Mass,MassLow,MassHigh,H,HLow,HHigh,StationNetwork,StationName,StationChannel,StationLocationCode,StationLatitude,StationLongitude,StationElevation,RecordSource,StationDistance,DetectHF,DetectLP,DetectVHF,if_downloaded,StationChannel_Available,SignalSamplingRate,if_processed,SNR,Spec2VecProcessed
98,Redoubt,2015-06-29 02:51:55,2015-06-29 02:57:05,60.4904,-152.7627,rock and ice avalanche,760000.0,,,,1130000.0,760000.0,1500000.0,,,,1372.0,,,AV,RED,EHZ,,60.4196,-152.7742,1071.0,IRIS,7.918,1.0,,,True,EHZ,100.0,True,3.957114693207983,False
98,Redoubt,2015-06-29 02:51:55,2015-06-29 02:57:05,60.4904,-152.7627,rock and ice avalanche,760000.0,,,,1130000.0,760000.0,1500000.0,,,,1372.0,,,AV,RDDF,BHZ,,60.5912,-152.6883,1134.0,IRIS,11.946,1.0,,,True,BHZ,50.0,True,4.535956188756666,False
98,Redoubt,2015-06-29 02:51:55,2015-06-29 02:57:05,60.4904,-152.7627,rock and ice avalanche,760000.0,,,,1130000.0,760000.0,1500000.0,,,,1372.0,,,AV,DFR,EHZ,,60.5913,-152.6882,1090.0,IRIS,11.959,1.0,,,True,EHZ,100.0,True,4.423337330483937,False
98,Redoubt,2015-06-29 02:51:55,2015-06-29 02:57:05,60.4904,-152.7627,rock and ice avalanche,760000.0,,,,1130000.0,760000.0,1500000.0,,,,1372.0,,,AV,NCT,BHZ,,60.5621,-152.9293,1136.0,IRIS,12.143,1.0,,,True,EHZ,100.0,True,4.92442975765412,True
98,Redoubt,2015-06-29 02:51:55,2015-06-29 02:57:05,60.4904,-152.7627,rock and ice avalanche,760000.0,,,,1130000.0,760000.0,1500000.0,,,,1372.0,,,AV,NCT,EHZ,,60.5621,-152.9293,1136.0,IRIS,12.143,1.0,,,True,EHZ,100.0,True,4.92442975765412,True
98,Redoubt,2015-06-29 02:51:55,2015-06-29 02:57:05,60.4904,-152.7627,rock and ice avalanche,760000.0,,,,1130000.0,760000.0,1500000.0,,,,1372.0,,,AV,RDT,EHZ,,60.5726,-152.4075,930.0,IRIS,21.543,1.0,,,True,EHZ,100.0,True,3.349117681323376,False
99,Glacier Point,2008-10-08 13:55:34,2008-10-08 13:57:37,37.7319,-119.5736,rock fall,,,,,4530.0,,,,,,,,,NC,MMI,EHZ,,37.419617,-119.743813,1288.0,NCEDC,37.78,1.0,,,True,EHZ,100.0,True,7.189405383454201,True
99,Glacier Point,2008-10-08 13:55:34,2008-10-08 13:57:37,37.7319,-119.5736,rock fall,,,,,4530.0,,,,,,,,,NC,MPR,EHZ,,37.80431,-120.014099,1386.0,NCEDC,39.635,1.0,,,True,EHZ,100.0,True,6.864743895692466,True
99,Glacier Point,2008-10-08 13:55:34,2008-10-08 13:57:37,37.7319,-119.5736,rock fall,,,,,4530.0,,,,,,,,,NC,MDC,EHZ,02,37.70969,-119.041862,2493.0,NCEDC,46.946,1.0,,,True,EHZ,100.0,True,3.907013887247698,True
99,Glacier Point,2008-10-08 13:55:34,2008-10-08 13:57:37,37.7319,-119.5736,rock fall,,,,,4530.0,,,,,,,,,NC,MBU,EHZ,,37.559734,-120.075615,1248.0,NCEDC,48.249,1.0,,,True,EHZ,100.0,True,3.042331511927319,False
99,Glacier Point,2008-10-08 13:55:34,2008-10-08 13:57:37,37.7319,-119.5736,rock fall,,,,,4530.0,,,,,,,,,NC,MMS,EHZ,,37.630375,-119.031746,3324.0,NCEDC,49.108,1.0,,,True,EHZ,100.0,True,3.9809061949570954,True
99,Glacier Point,2008-10-08 13:55:34,2008-10-08 13:57:37,37.7319,-119.5736,rock fall,,,,,4530.0,,,,,,,,,BK,KCC,HHZ,00,37.32363,-119.3187,888.1,NCEDC,52.98,1.0,,,True,HHZ,80.0,True,3.3778747407836747,False
99,Glacier Point,2008-10-08 13:55:34,2008-10-08 13:57:37,37.7319,-119.5736,rock fall,,,,,4530.0,,,,,,,,,BK,KCC,BHZ,00,37.32363,-119.3187,888.1,NCEDC,52.98,1.0,,,True,HHZ,80.0,True,3.3778747407836747,False
99,Glacier Point,2008-10-08 13:55:34,2008-10-08 13:57:37,37.7319,-119.5736,rock fall,,,,,4530.0,,,,,,,,,NC,MMP,EHZ,,37.609707,-119.028702,2818.0,NCEDC,53.614,1.0,,,True,EHZ,100.0,True,6.199964699394979,True
99,Glacier Point,2008-10-08 13:55:34,2008-10-08 13:57:37,37.7319,-119.5736,rock fall,,,,,4530.0,,,,,,,,,NC,MMT,EHZ,,37.376038,-119.179619,2714.0,NCEDC,55.651,1.0,,,True,EHZ,100.0,True,3.544362817640991,False
99,Glacier Point,2008-10-08 13:55:34,2008-10-08 13:57:37,37.7319,-119.5736,rock fall,,,,,4530.0,,,,,,,,,NC,MMLB,HHZ,,37.659092,-118.979065,2656.0,NCEDC,56.717,1.0,,,True,HHZ,100.0,True,3.3835253294510785,False
102,Half Dome,2006-07-28 01:45:16,2006-07-28 01:46:37,37.749,-119.5432,rock fall,,,,,735.0,,,,,,,,,XE,SNP54,BHZ,01,37.7358,-119.5125,1868.0,IRIS,8.576,1.0,,,True,BHZ,40.0,True,14.003926292320704,True
102,Half Dome,2006-07-28 01:45:16,2006-07-28 01:46:37,37.749,-119.5432,rock fall,,,,,735.0,,,,,,,,,XE,SNP64,BHZ,01,37.8652,-119.6469,2423.0,IRIS,15.485,1.0,,,True,BHZ,40.0,True,9.10404312250086,True
102,Half Dome,2006-07-28 01:45:16,2006-07-28 01:46:37,37.749,-119.5432,rock fall,,,,,735.0,,,,,,,,,XE,SNP63,BHZ,01,37.7227,-119.8067,1906.0,IRIS,17.407,1.0,,,True,BHZ,40.0,True,3.941142433129848,False
102,Half Dome,2006-07-28 01:45:16,2006-07-28 01:46:37,37.749,-119.5432,rock fall,,,,,735.0,,,,,,,,,XE,SNP53,BHZ,01,37.5138,-119.6748,1459.0,IRIS,24.562,1.0,,,True,BHZ,40.0,True,4.430855505163091,False
102,Half Dome,2006-07-28 01:45:16,2006-07-28 01:46:37,37.749,-119.5432,rock fall,,,,,735.0,,,,,,,,,XE,SNP55,BHZ,01,37.8796,-119.3325,1410.0,IRIS,29.571,1.0,,,True,BHZ,40.0,True,5.793965365935287,True
102,Half Dome,2006-07-28 01:45:16,2006-07-28 01:46:37,37.749,-119.5432,rock fall,,,,,735.0,,,,,,,,,TA,S06C,BHZ,,37.8817,-119.8488,1377.0,IRIS,30.674,1.0,,,True,BHZ,40.0,True,4.920169829007572,False
102,Half Dome,2006-07-28 01:45:16,2006-07-28 01:46:37,37.749,-119.5432,rock fall,,,,,735.0,,,,,,,,,XE,SNP65,BHZ,01,38.0002,-119.5108,2918.0,IRIS,31.338,1.0,,,True,BHZ,20.0,True,4.953450311950981,True
102,Half Dome,2006-07-28 01:45:16,2006-07-28 01:46:37,37.749,-119.5432,rock fall,,,,,735.0,,,,,,,,,XE,SNP43,BHZ,01,37.4129,-119.4845,2274.0,IRIS,36.767,1.0,,,True,BHZ,40.0,True,5.701608413948786,True
102,Half Dome,2006-07-28 01:45:16,2006-07-28 01:46:37,37.749,-119.5432,rock fall,,,,,735.0,,,,,,,,,XE,SNP44,BHZ,01,37.5003,-119.2791,2070.0,IRIS,38.655,1.0,,,True,BHZ,40.0,True,4.063551800235516,False
102,Half Dome,2006-07-28 01:45:16,2006-07-28 01:46:37,37.749,-119.5432,rock fall,,,,,735.0,,,,,,,,,XE,SNP74,BHZ,01,37.9854,-119.9318,1684.0,IRIS,40.193,1.0,,,True,BHZ,40.0,True,3.5660785668778026,False
103,Mount Spurr 1,2016-08-16 08:12:40,2016-08-16 08:36:49,61.2259,-152.1687,outburst flood,,,,,,,,,,,,,,AV,CKN,EHZ,,61.2234,-152.1838,735.0,IRIS,0.86,1.0,,,True,EHZ,100.0,True,6.211438471913323,True
103,Mount Spurr 1,2016-08-16 08:12:40,2016-08-16 08:36:49,61.2259,-152.1687,outburst flood,,,,,,,,,,,,,,AV,SPCN,BHZ,,61.2244,-152.1854,735.0,IRIS,0.914,1.0,,,True,BHZ,50.0,True,6.239390351872739,True
103,Mount Spurr 1,2016-08-16 08:12:40,2016-08-16 08:36:49,61.2259,-152.1687,outburst flood,,,,,,,,,,,,,,AV,CRP,EHZ,,61.2664,-152.1578,1622.0,IRIS,4.546,1.0,,,True,EHZ,100.0,True,4.346577376159056,True
103,Mount Spurr 1,2016-08-16 08:12:40,2016-08-16 08:36:49,61.2259,-152.1687,outburst flood,,,,,,,,,,,,,,AV,SPU,EHZ,,61.1811,-152.0566,800.0,IRIS,7.828,1.0,,,True,EHZ,100.0,True,3.294694637835534,True
104,Mount Spurr 2,2016-08-16 10:53:43,2016-08-16 11:08:22,61.2259,-152.1687,outburst flood,,,,,,,,,,,,,,AV,CKN,EHZ,,61.2234,-152.1838,735.0,IRIS,0.86,1.0,,,True,EHZ,100.0,True,5.5628173448400045,True
104,Mount Spurr 2,2016-08-16 10:53:43,2016-08-16 11:08:22,61.2259,-152.1687,outburst flood,,,,,,,,,,,,,,AV,SPCN,BHZ,,61.2244,-152.1854,735.0,IRIS,0.914,1.0,,,True,BHZ,50.0,True,5.68013130754772,True
105,Mount Baker,1977-07-14 04:19:55,1977-07-14 04:21:10,48.773122,-121.81685,ice avalanche,,,,,300000.0,,,,,,220.0,190.0,250.0,,,,,,,,,,,,,False,,,False,0.0,False
106,"Russell Cliff main, Mount Rainier",1989-08-16 17:21:12,1989-08-16 17:30:12,46.8746,-121.7537,"rock fall, debris avalanche",15000.0,,,,300000.0,100000.0,500000.0,,,,2500.0,,,UW,RCS,EHZ,,46.87083,-121.73231,2877.0,IRIS,1.684,1.0,,,True,EHZ,101.013986013986,True,2.776839912533841,False
106,"Russell Cliff main, Mount Rainier",1989-08-16 17:21:12,1989-08-16 17:30:12,46.8746,-121.7537,"rock fall, debris avalanche",15000.0,,,,300000.0,100000.0,500000.0,,,,2500.0,,,UW,RER,EHZ,,46.81905,-121.84213,1756.0,IRIS,9.145,1.0,,,True,EHZ,101.013986013986,True,4.050426764757894,False
106,"Russell Cliff main, Mount Rainier",1989-08-16 17:21:12,1989-08-16 17:30:12,46.8746,-121.7537,"rock fall, debris avalanche",15000.0,,,,300000.0,100000.0,500000.0,,,,2500.0,,,UW,FMW,EHZ,,46.94139,-121.67101,1859.0,IRIS,9.737,1.0,,,True,EHZ,101.013986013986,True,4.837322706803291,True
106,"Russell Cliff main, Mount Rainier",1989-08-16 17:21:12,1989-08-16 17:30:12,46.8746,-121.7537,"rock fall, debris avalanche",15000.0,,,,300000.0,100000.0,500000.0,,,,2500.0,,,UW,LO2,EHZ,,46.7506,-121.8096,853.0,IRIS,14.43,1.0,,,True,EHZ,101.013986013986,True,4.3277990239481,False
106,"Russell Cliff main, Mount Rainier",1989-08-16 17:21:12,1989-08-16 17:30:12,46.8746,-121.7537,"rock fall, debris avalanche",15000.0,,,,300000.0,100000.0,500000.0,,,,2500.0,,,UW,RVC,EHZ,,46.94408,-121.97419,1000.0,IRIS,18.489,1.0,,,True,EHZ,101.013986013986,True,4.264856953026929,False
106,"Russell Cliff main, Mount Rainier",1989-08-16 17:21:12,1989-08-16 17:30:12,46.8746,-121.7537,"rock fall, debris avalanche",15000.0,,,,300000.0,100000.0,500000.0,,,,2500.0,,,UW,WPW,EHZ,,46.69864,-121.53734,1280.0,IRIS,25.604,1.0,,,True,EHZ,101.013986013986,True,5.010246416401245,True
106,"Russell Cliff main, Mount Rainier",1989-08-16 17:21:12,1989-08-16 17:30:12,46.8746,-121.7537,"rock fall, debris avalanche",15000.0,,,,300000.0,100000.0,500000.0,,,,2500.0,,,UW,GSM,EHZ,,47.20299,-121.79572,1305.0,IRIS,36.647,1.0,,,True,EHZ,101.013986013986,True,5.949917948644081,True
106,"Russell Cliff main, Mount Rainier",1989-08-16 17:21:12,1989-08-16 17:30:12,46.8746,-121.7537,"rock fall, debris avalanche",15000.0,,,,300000.0,100000.0,500000.0,,,,2500.0,,,UW,GLK,EHZ,,46.5575,-121.61073,1305.0,IRIS,36.906,1.0,,,True,EHZ,101.013986013986,True,4.626182284018676,False
106,"Russell Cliff main, Mount Rainier",1989-08-16 17:21:12,1989-08-16 17:30:12,46.8746,-121.7537,"rock fall, debris avalanche",15000.0,,,,300000.0,100000.0,500000.0,,,,2500.0,,,UW,LMW,EHZ,,46.66783,-122.29255,1195.0,IRIS,47.141,1.0,,,True,EHZ,101.013986013986,True,5.729796438051791,True
106,"Russell Cliff main, Mount Rainier",1989-08-16 17:21:12,1989-08-16 17:30:12,46.8746,-121.7537,"rock fall, debris avalanche",15000.0,,,,300000.0,100000.0,500000.0,,,,2500.0,,,UW,KOS,EHZ,,46.4628,-122.19602,610.0,IRIS,56.932,1.0,,,True,EHZ,101.013986013986,True,6.4816694456206605,True
107,Oso scarp failure,2014-04-25 22:41:01,2014-04-25 22:41:37,48.286633,-121.850263,debris fall,,,,,800.0,60.0,2600.0,,,,40.0,20.0,60.0,CC,OSO2,EHZ,,48.286648,-121.852756,,IRIS,0.185,1.0,,,True,EHZ,50.0,True,15.309416686830849,True
107,Oso scarp failure,2014-04-25 22:41:01,2014-04-25 22:41:37,48.286633,-121.850263,debris fall,,,,,800.0,60.0,2600.0,,,,40.0,20.0,60.0,CC,OSO3,EHZ,,48.284918,-121.848333,,IRIS,0.238,1.0,,,True,EHZ,50.0,True,13.690671537230829,True
107,Oso scarp failure,2014-04-25 22:41:01,2014-04-25 22:41:37,48.286633,-121.850263,debris fall,,,,,800.0,60.0,2600.0,,,,40.0,20.0,60.0,CC,OSO1,EHZ,,48.283753,-121.854381,,IRIS,0.443,1.0,,,True,EHZ,50.0,True,15.087178456821896,True
107,Oso scarp failure,2014-04-25 22:41:01,2014-04-25 22:41:37,48.286633,-121.850263,debris fall,,,,,800.0,60.0,2600.0,,,,40.0,20.0,60.0,UW,JCW,EHZ,,48.19533,-121.92746,792.0,IRIS,11.66,1.0,,,True,EHZ,100.0,True,7.247278348590996,True
108,Mount Adams,2012-07-25 04:29:56,2012-07-25 04:32:18,46.20175,-121.498624,debris avalanche,510000.0,25000.0,14000.0,32000.0,370000.0,250000.0,550000.0,,,,1200.0,1100.0,1300.0,UW,GUL,EHZ,,45.92401,-121.59675,1189.0,IRIS,30.873,1.0,,,True,EHZ,100.0,True,10.862451839248331,True
108,Mount Adams,2012-07-25 04:29:56,2012-07-25 04:32:18,46.20175,-121.498624,debris avalanche,510000.0,25000.0,14000.0,32000.0,370000.0,250000.0,550000.0,,,,1200.0,1100.0,1300.0,TA,F05D,BHZ,,45.8852,-121.4597,472.0,IRIS,34.519,1.0,0.0,,True,BHZ,40.0,True,9.808565237563418,True
108,Mount Adams,2012-07-25 04:29:56,2012-07-25 04:32:18,46.20175,-121.498624,debris avalanche,510000.0,25000.0,14000.0,32000.0,370000.0,250000.0,550000.0,,,,1200.0,1100.0,1300.0,UW,GLK,EHZ,,46.5575,-121.61073,1305.0,IRIS,41.206,1.0,,,True,EHZ,100.0,True,10.817940634787504,True
108,Mount Adams,2012-07-25 04:29:56,2012-07-25 04:32:18,46.20175,-121.498624,debris avalanche,510000.0,25000.0,14000.0,32000.0,370000.0,250000.0,550000.0,,,,1200.0,1100.0,1300.0,PB,B202,EHZ,,46.2447,-122.1367,1218.6,IRIS,49.115,1.0,,,True,EHZ,100.0,True,6.19437933102304,True
108,Mount Adams,2012-07-25 04:29:56,2012-07-25 04:32:18,46.20175,-121.498624,debris avalanche,510000.0,25000.0,14000.0,32000.0,370000.0,250000.0,550000.0,,,,1200.0,1100.0,1300.0,UW,SOS,EHZ,,46.24386,-122.13787,1270.0,IRIS,49.195,1.0,,,True,EHZ,100.0,True,4.908868115934969,False
108,Mount Adams,2012-07-25 04:29:56,2012-07-25 04:32:18,46.20175,-121.498624,debris avalanche,510000.0,25000.0,14000.0,32000.0,370000.0,250000.0,550000.0,,,,1200.0,1100.0,1300.0,UW,EDM,EHZ,,46.19717,-122.15121,1609.0,IRIS,49.936,1.0,,,True,EHZ,100.0,True,4.415587144886471,False
108,Mount Adams,2012-07-25 04:29:56,2012-07-25 04:32:18,46.20175,-121.498624,debris avalanche,510000.0,25000.0,14000.0,32000.0,370000.0,250000.0,550000.0,,,,1200.0,1100.0,1300.0,PB,B204,EHZ,,46.136,-122.169,784.2,IRIS,51.742,1.0,,,True,EHZ,100.0,True,5.500491508662628,True
108,Mount Adams,2012-07-25 04:29:56,2012-07-25 04:32:18,46.20175,-121.498624,debris avalanche,510000.0,25000.0,14000.0,32000.0,370000.0,250000.0,550000.0,,,,1200.0,1100.0,1300.0,UW,HSR,EHZ,,46.17428,-122.18065,1720.0,IRIS,52.265,1.0,,,True,EHZ,100.0,True,4.091711845411792,False
108,Mount Adams,2012-07-25 04:29:56,2012-07-25 04:32:18,46.20175,-121.498624,debris avalanche,510000.0,25000.0,14000.0,32000.0,370000.0,250000.0,550000.0,,,,1200.0,1100.0,1300.0,UW,AUG,EHZ,,45.73595,-121.68174,865.0,IRIS,52.759,1.0,,,True,EHZ,100.0,True,3.89438331792187,False
108,Mount Adams,2012-07-25 04:29:56,2012-07-25 04:32:18,46.20175,-121.498624,debris avalanche,510000.0,25000.0,14000.0,32000.0,370000.0,250000.0,550000.0,,,,1200.0,1100.0,1300.0,CC,SWFL,BHZ,,46.18867,-122.20203,2268.0,IRIS,53.865,1.0,0.0,,True,BHZ,50.0,True,4.171602044896752,False
110,Mount Sulzer 2,2013-08-22 06:07:56,2013-08-22 06:10:14,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,BARN,BHZ,,61.0595,-141.6622,1689.0,IRIS,64.938,1.0,1.0,,True,BHZ,50.0,True,9.529761481810118,True
110,Mount Sulzer 2,2013-08-22 06:07:56,2013-08-22 06:10:14,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,PTPK,BHZ,,61.1871,-142.4672,1892.6,IRIS,69.961,1.0,1.0,,True,BHZ,50.0,True,12.823834496401956,True
110,Mount Sulzer 2,2013-08-22 06:07:56,2013-08-22 06:10:14,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,BAL,BHZ,,61.036,-142.3462,1318.0,IRIS,79.389,1.0,1.0,,True,BHZ,50.0,True,9.598977395952932,True
110,Mount Sulzer 2,2013-08-22 06:07:56,2013-08-22 06:10:14,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,MCAR,BHZ,,61.3836,-143.024,447.0,IRIS,82.998,1.0,1.0,,True,BHZ,50.0,True,3.848629190083992,False
110,Mount Sulzer 2,2013-08-22 06:07:56,2013-08-22 06:10:14,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,KIAG,BHZ,,60.9231,-142.3605,1752.2,IRIS,90.7,1.0,1.0,,True,BHZ,50.0,True,9.712279194916958,True
110,Mount Sulzer 2,2013-08-22 06:07:56,2013-08-22 06:10:14,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,GRNC,BHZ,,60.7315,-141.7558,2116.0,IRIS,101.801,1.0,1.0,,True,BHZ,50.0,True,6.9409913870271245,True
110,Mount Sulzer 2,2013-08-22 06:07:56,2013-08-22 06:10:14,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,VRDI,BHZ,,61.2275,-143.4545,1909.4,IRIS,111.053,1.0,1.0,,True,BHZ,50.0,True,4.640439298551885,False
110,Mount Sulzer 2,2013-08-22 06:07:56,2013-08-22 06:10:14,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,TGL,BHZ,,60.7541,-142.8292,1266.4,IRIS,120.015,0.0,1.0,,True,BHZ,50.0,True,3.5213536535778784,False
110,Mount Sulzer 2,2013-08-22 06:07:56,2013-08-22 06:10:14,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,GLB,BHZ,,61.4417,-143.8123,854.9,IRIS,121.791,1.0,1.0,,True,BHZ,50.0,True,5.309002346457898,False
110,Mount Sulzer 2,2013-08-22 06:07:56,2013-08-22 06:10:14,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,ISLE,BHZ,,60.6024,-142.3406,1425.0,IRIS,123.05,1.0,1.0,,True,BHZ,50.0,True,4.368083466642516,False
111,Mount Sulzer 3,2015-07-31 01:25:03,2015-07-31 01:30:18,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,BARN,BHZ,,61.0595,-141.6622,1689.0,IRIS,64.938,1.0,1.0,,True,BHZ,50.0,True,14.002048147135564,True
111,Mount Sulzer 3,2015-07-31 01:25:03,2015-07-31 01:30:18,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,PTPK,BHZ,,61.1871,-142.4672,1892.6,IRIS,69.961,1.0,1.0,,True,BHZ,50.0,True,12.662542714219436,False
111,Mount Sulzer 3,2015-07-31 01:25:03,2015-07-31 01:30:18,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,CTG,BHZ,,60.9649,-141.3401,1507.9,IRIS,76.169,1.0,1.0,,True,BHZ,50.0,True,13.329265721723852,True
111,Mount Sulzer 3,2015-07-31 01:25:03,2015-07-31 01:30:18,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,BAL,BHZ,,61.036,-142.3462,1318.0,IRIS,79.389,1.0,1.0,,True,BHZ,50.0,True,12.906505633098682,True
111,Mount Sulzer 3,2015-07-31 01:25:03,2015-07-31 01:30:18,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,TA,M27K,BHZ,,62.3579,-141.878,1536.0,IRIS,81.7,1.0,1.0,,True,BHZ,40.0,True,14.721447854902245,True
111,Mount Sulzer 3,2015-07-31 01:25:03,2015-07-31 01:30:18,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,MCAR,BHZ,,61.3836,-143.024,447.0,IRIS,82.998,1.0,1.0,,True,BHZ,50.0,True,11.596360582432606,False
111,Mount Sulzer 3,2015-07-31 01:25:03,2015-07-31 01:30:18,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,KIAG,BHZ,,60.9231,-142.3605,1752.2,IRIS,90.7,1.0,1.0,,True,BHZ,50.0,True,13.268160540227244,True
111,Mount Sulzer 3,2015-07-31 01:25:03,2015-07-31 01:30:18,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,LOGN,BHZ,,60.824,-141.0048,1663.1,IRIS,95.718,1.0,1.0,,True,BHZ,50.0,True,12.143439458841003,False
111,Mount Sulzer 3,2015-07-31 01:25:03,2015-07-31 01:30:18,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,VRDI,BHZ,,61.2275,-143.4545,1909.4,IRIS,111.053,1.0,1.0,,True,BHZ,50.0,True,11.249979256240117,False
111,Mount Sulzer 3,2015-07-31 01:25:03,2015-07-31 01:30:18,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,TA,M26K,BHZ,,62.4013,-142.9963,888.0,IRIS,113.348,1.0,1.0,,True,BHZ,40.0,True,12.397897588233468,False
112,Mount Sulzer 3 secondary,2015-07-31 01:32:39,2015-07-31 01:42:16,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,BARN,BHZ,,61.0595,-141.6622,1689.0,IRIS,64.938,1.0,,,True,BHZ,50.0,True,4.468970271499017,True
112,Mount Sulzer 3 secondary,2015-07-31 01:32:39,2015-07-31 01:42:16,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,PTPK,BHZ,,61.1871,-142.4672,1892.6,IRIS,69.961,1.0,,,True,BHZ,50.0,True,5.8487796479395335,True
112,Mount Sulzer 3 secondary,2015-07-31 01:32:39,2015-07-31 01:42:16,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,CTG,BHZ,,60.9649,-141.3401,1507.9,IRIS,76.169,1.0,,,True,BHZ,50.0,True,3.899339964861745,False
112,Mount Sulzer 3 secondary,2015-07-31 01:32:39,2015-07-31 01:42:16,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,BAL,BHZ,,61.036,-142.3462,1318.0,IRIS,79.389,1.0,,,True,BHZ,50.0,True,4.231500524815989,True
112,Mount Sulzer 3 secondary,2015-07-31 01:32:39,2015-07-31 01:42:16,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,TA,M27K,BHZ,,62.3579,-141.878,1536.0,IRIS,81.7,1.0,,,True,BHZ,40.0,True,5.207350149039416,True
112,Mount Sulzer 3 secondary,2015-07-31 01:32:39,2015-07-31 01:42:16,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,MCAR,BHZ,,61.3836,-143.024,447.0,IRIS,82.998,1.0,,,True,BHZ,50.0,True,3.488406884245069,False
112,Mount Sulzer 3 secondary,2015-07-31 01:32:39,2015-07-31 01:42:16,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,KIAG,BHZ,,60.9231,-142.3605,1752.2,IRIS,90.7,1.0,,,True,BHZ,50.0,True,4.520495375272056,True
112,Mount Sulzer 3 secondary,2015-07-31 01:32:39,2015-07-31 01:42:16,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,LOGN,BHZ,,60.824,-141.0048,1663.1,IRIS,95.718,1.0,,,True,BHZ,50.0,True,3.326772435391822,False
112,Mount Sulzer 3 secondary,2015-07-31 01:32:39,2015-07-31 01:42:16,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,VRDI,BHZ,,61.2275,-143.4545,1909.4,IRIS,111.053,1.0,,,True,BHZ,50.0,True,4.206003894573778,False
112,Mount Sulzer 3 secondary,2015-07-31 01:32:39,2015-07-31 01:42:16,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,TA,M26K,BHZ,,62.4013,-142.9963,888.0,IRIS,113.348,1.0,,,True,BHZ,40.0,True,3.4965484811852496,False
113,Mount Sulzer 4,2015-07-31 01:57:08,2015-07-31 02:02:08,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,BARN,BHZ,,61.0595,-141.6622,1689.0,IRIS,64.938,1.0,1.0,,True,BHZ,50.0,True,7.454175167690527,True
113,Mount Sulzer 4,2015-07-31 01:57:08,2015-07-31 02:02:08,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,PTPK,BHZ,,61.1871,-142.4672,1892.6,IRIS,69.961,1.0,1.0,,True,BHZ,50.0,True,8.247918110693538,True
113,Mount Sulzer 4,2015-07-31 01:57:08,2015-07-31 02:02:08,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,CTG,BHZ,,60.9649,-141.3401,1507.9,IRIS,76.169,1.0,1.0,,True,BHZ,50.0,True,6.878902810227737,False
113,Mount Sulzer 4,2015-07-31 01:57:08,2015-07-31 02:02:08,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,AK,BAL,BHZ,,61.036,-142.3462,1318.0,IRIS,79.389,1.0,0.0,,True,BHZ,50.0,True,7.177658805927344,False
113,Mount Sulzer 4,2015-07-31 01:57:08,2015-07-31 02:02:08,61.640185,-141.5603,rock and ice avalanche,,,,,,,,,,,,,,TA,M27K,BHZ,,62.3579,-141.878,1536.0,IRIS,81.7,1.0,0.0,,True,BHZ,40.0,True,7.754442127710682,True
